area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.58,0.035,0.225,0.156,0.49200000000000005,0.18899999999999997,0.228,0.024,0.003,0.95,0.022000000000000002,0.02,0.083083083,0.30630630600000003,0.40040040000000005,0.21021021,10,18,0.273,0.133,0.091,0.0835641196013289,0.18,0.312,10.0,21.14602162162162,3660.0,3459.0,year 2,9.6
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.484,0.073,0.209,0.057,0.501,0.275,0.136,0.19699999999999998,0.012,0.748,0.011000000000000001,0.036000000000000004,0.10678642699999999,0.245508982,0.352295409,0.295409182,14,7,0.32899999999999996,0.157,0.086,0.065,0.129,0.193,11.0,7.1,1640.0,1320.0,year 2,14.1
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.46,0.067,0.171,0.053,0.515,0.23600000000000002,0.162,0.02,0.049,0.894,0.015,0.008,0.068479355,0.411883182,0.32326284,0.196374622,13,10,0.32799999999999996,0.231,0.102,0.083,0.17,0.298,8.0,16.91,3030.0,2090.0,year 2,17.6
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.504,0.057999999999999996,0.23600000000000002,0.083,0.531,0.214,0.105,0.053,0.337,0.565,0.013000000000000001,0.008,0.116232465,0.25250501,0.336673347,0.294589178,12,7,0.366,0.182,0.087,0.09699999999999999,0.127,0.23600000000000002,12.0,15.83,1620.0,1000.0,year 1,25.2
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.451,0.069,0.21,0.055,0.519,0.24600000000000002,0.11800000000000001,0.027000000000000003,0.55,0.379,0.0,0.02,0.14985015,0.262737263,0.282717283,0.304695305,14,9,0.35600000000000004,0.18899999999999997,0.14300000000000002,0.12,0.147,0.29600000000000004,13.0,14.94,1680.0,1120.0,year 2,22.7
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.47700000000000004,0.021,0.261,0.16699999999999998,0.496,0.252,0.182,0.059000000000000004,0.004,0.8640000000000001,0.066,0.0,0.097389558,0.393574297,0.303212851,0.20582329300000002,13,10,0.33299999999999996,0.21364882697947216,0.122,0.0835641196013289,0.16469557362240286,0.389,10.0,21.14602162162162,3780.0,3700.0,year 2,11.8
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.381,0.081,0.244,0.085,0.491,0.21100000000000002,0.177,0.094,0.013000000000000001,0.8059999999999999,0.048,0.011000000000000001,0.12363996,0.320474777,0.41048466899999997,0.145400593,11,12,0.349,0.221,0.132,0.061,0.221,0.244,11.0,14.85,2149.0,2239.0,year 1,16.8
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.37799999999999995,0.066,0.28800000000000003,0.077,0.499,0.203,0.24100000000000002,0.019,0.011000000000000001,0.948,0.006,0.0,0.204795205,0.358641359,0.278721279,0.157842158,10,13,0.35200000000000004,0.264,0.152,0.10300000000000001,0.16469557362240286,0.307,12.0,18.57,4190.0,2109.0,year 1,20.8
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.44,0.066,0.23600000000000002,0.069,0.525,0.248,0.14400000000000002,0.022000000000000002,0.48200000000000004,0.48100000000000004,0.006,0.0,0.130869131,0.31168831199999997,0.312687313,0.244755245,13,11,0.368,0.26,0.13699999999999998,0.127,0.155,0.345,12.0,21.13,2189.0,1450.0,year 1,22.4
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.47200000000000003,0.067,0.184,0.096,0.495,0.171,0.282,0.008,0.009000000000000001,0.857,0.11199999999999999,0.004,0.070351759,0.318592965,0.348743719,0.262311558,9,13,0.299,0.185,0.105,0.063,0.253,0.223,11.0,17.47,1010.0,1120.0,year 1,13.6
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.5770000000000001,0.024,0.11800000000000001,0.06,0.509,0.25,0.185,0.048,0.003,0.9329999999999999,0.008,0.006999999999999999,0.073852295,0.323353293,0.365269461,0.23752495,12,11,0.301,0.174,0.069,0.063,0.174,0.244,12.0,21.14602162162162,3269.0,2159.0,year 1,8.1
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.389,0.07200000000000001,0.28,0.076,0.506,0.23800000000000002,0.138,0.596,0.013999999999999999,0.35100000000000003,0.049,0.012,0.17220543800000002,0.326283988,0.33635448100000004,0.165156093,11,9,0.28800000000000003,0.222,0.085,0.083,0.125,0.23600000000000002,9.0,21.28,5439.0,3059.0,year 1,19.8
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.599,0.04,0.17600000000000002,0.094,0.46799999999999997,0.19699999999999998,0.10300000000000001,0.066,0.009000000000000001,0.9079999999999999,0.003,0.015,0.031408307999999996,0.19756838899999998,0.258358663,0.51266464,9,4,0.14,0.09699999999999999,0.033,0.107,0.263,0.09699999999999999,14.0,17.17,1119.0,959.0,year 2,8.5
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.429,0.059000000000000004,0.12,0.043,0.512,0.217,0.168,0.019,0.057,0.8690000000000001,0.004,0.008,0.10689310699999999,0.355644356,0.304695305,0.23276723300000002,11,11,0.301,0.24,0.10400000000000001,0.08,0.158,0.24600000000000002,12.0,8.5,1959.0,1380.0,year 1,15.3
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.495,0.068,0.166,0.038,0.491,0.18100000000000002,0.16,0.019,0.022000000000000002,0.932,0.008,0.01,0.053535354,0.338383838,0.323232323,0.284848485,9,10,0.29100000000000004,0.21600000000000003,0.095,0.067,0.192,0.153,10.0,8.27,1360.0,859.0,year 2,15.2
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.419,0.066,0.23800000000000002,0.077,0.498,0.22399999999999998,0.198,0.008,0.002,0.97,0.0,0.0,0.205383848,0.379860419,0.302093719,0.112662014,13,13,0.321,0.321,0.12300000000000001,0.091,0.16469557362240286,0.364,14.0,25.22,9490.0,1859.0,year 2,20.0
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.47200000000000003,0.061,0.16699999999999998,0.057,0.52,0.217,0.12300000000000001,0.046,0.48100000000000004,0.402,0.005,0.015,0.09758551300000001,0.275653924,0.39436619700000003,0.23239436600000002,13,9,0.32,0.19899999999999998,0.12,0.107,0.159,0.26899999999999996,12.0,7.05,1620.0,2399.0,year 1,15.5
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Recreation,0.40299999999999997,0.076,0.348,0.151,0.499,0.205,0.23399999999999999,0.081,0.011000000000000001,0.8859999999999999,0.008,0.008,0.145582329,0.335341365,0.262048193,0.257028112,9,13,0.29100000000000004,0.21364882697947216,0.135,0.098,0.16469557362240286,0.251,13.0,18.47,2779.0,2320.0,year 2,19.6
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.578,0.027999999999999997,0.106,0.036000000000000004,0.505,0.23800000000000002,0.17300000000000001,0.023,0.011000000000000001,0.9440000000000001,0.0,0.006,0.052841476,0.350947159,0.365902293,0.230309073,11,11,0.309,0.22399999999999998,0.091,0.055,0.214,0.268,11.0,20.67,2019.0,2179.0,year 1,8.7
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.364,0.08199999999999999,0.285,0.114,0.491,0.22,0.191,0.035,0.013999999999999999,0.669,0.20800000000000002,0.0,0.163021869,0.34194831,0.352882704,0.142147117,11,10,0.37200000000000005,0.22699999999999998,0.13699999999999998,0.076,0.16469557362240286,0.349,11.0,28.47,1190.0,3669.0,year 1,19.6
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.452,0.025,0.126,0.095,0.493,0.342,0.11,0.036000000000000004,0.013000000000000001,0.9520000000000001,0.001,0.013999999999999999,0.021526418999999998,0.245596869,0.394324853,0.338551859,16,4,0.231,0.21364882697947216,0.075,0.067,0.16469557362240286,0.201,12.0,21.14602162162162,3390.0,1629.0,year 1,4.6
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.305,0.057,0.188,0.09,0.42700000000000005,0.17,0.187,0.135,0.04,0.7929999999999999,0.015,0.009000000000000001,0.128712871,0.391089109,0.325742574,0.154455446,8,12,0.23,0.262,0.08800000000000001,0.096,0.132,0.184,13.0,14.29,3090.0,1870.0,year 1,17.2
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.465,0.076,0.32799999999999996,0.122,0.499,0.257,0.158,0.397,0.109,0.452,0.017,0.015,0.221782178,0.34950495,0.273267327,0.155445545,15,10,0.313,0.243,0.113,0.086,0.16469557362240286,0.251,9.0,23.39,3040.0,3320.0,year 1,20.3
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.47,0.054000000000000006,0.20800000000000002,0.044000000000000004,0.523,0.215,0.151,0.02,0.095,0.861,0.003,0.006999999999999999,0.170879676,0.385237614,0.287158746,0.156723964,11,10,0.309,0.209,0.13699999999999998,0.071,0.16469557362240286,0.264,14.0,19.29,3459.0,4289.0,year 1,19.4
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Manufacturing-dependent,0.705,0.031,0.316,0.171,0.316,0.13,0.051,0.149,0.07200000000000001,0.285,0.139,0.317,0.16080402,0.372864322,0.322613065,0.143718593,5,1,0.32899999999999996,0.258,0.07400000000000001,0.048,0.265,0.217,11.626422250316056,21.14602162162162,1370.0,2770.0,year 1,8.8
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.413,0.068,0.303,0.142,0.466,0.213,0.18899999999999997,0.048,0.054000000000000006,0.6609999999999999,0.187,0.0,0.212,0.389,0.287,0.11199999999999999,10,12,0.342,0.369,0.14,0.086,0.16469557362240286,0.344,10.0,39.89,3079.0,2759.0,year 2,24.2
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.42200000000000004,0.067,0.18,0.06,0.486,0.18,0.217,0.031,0.036000000000000004,0.887,0.027000000000000003,0.0,0.104895105,0.374625375,0.325674326,0.194805195,8,12,0.306,0.317,0.125,0.081,0.27899999999999997,0.209,11.0,11.06,1629.0,1890.0,year 1,14.7
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.527,0.036000000000000004,0.195,0.114,0.496,0.294,0.096,0.17600000000000002,0.013999999999999999,0.7340000000000001,0.013999999999999999,0.047,0.10653266300000001,0.233165829,0.34271356799999997,0.31758794,16,6,0.257,0.107,0.065,0.075,0.11900000000000001,0.166,13.0,8.31,1379.0,1370.0,year 1,10.4
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.385,0.077,0.276,0.086,0.509,0.204,0.19699999999999998,0.043,0.49,0.462,0.0,0.003,0.20523138800000001,0.360160966,0.289738431,0.144869215,10,11,0.376,0.21899999999999997,0.158,0.106,0.128,0.289,12.0,29.31,3430.0,2449.0,year 1,26.4
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.511,0.049,0.153,0.042,0.506,0.226,0.16899999999999998,0.099,0.017,0.86,0.004,0.009000000000000001,0.141851107,0.364185111,0.325955734,0.16800804800000002,13,12,0.314,0.21899999999999997,0.11699999999999999,0.078,0.13699999999999998,0.29600000000000004,10.0,18.51,1760.0,1359.0,year 1,15.5
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.501,0.06,0.264,0.1,0.503,0.231,0.141,0.43,0.018000000000000002,0.47600000000000003,0.027999999999999997,0.049,0.20800000000000002,0.172,0.29100000000000004,0.32899999999999996,13,7,0.18600000000000003,0.105,0.057999999999999996,0.06,0.179,0.138,8.0,10.4,1419.0,1269.0,year 2,17.0
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.28600000000000003,0.095,0.251,0.068,0.445,0.168,0.177,0.016,0.721,0.24,0.0,0.013999999999999999,0.27152988899999997,0.420466059,0.210739615,0.09726443800000001,8,12,0.368,0.21364882697947216,0.159,0.141,0.16469557362240286,0.281,13.0,18.0,8870.0,4489.0,year 1,34.8
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.41100000000000003,0.07200000000000001,0.233,0.062,0.511,0.187,0.23600000000000002,0.061,0.0,0.867,0.025,0.006999999999999999,0.10542168699999999,0.31927710800000003,0.38855421700000004,0.186746988,10,14,0.299,0.252,0.107,0.069,0.183,0.228,8.0,14.39,1480.0,1110.0,year 1,18.6
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.617,0.021,0.205,0.11199999999999999,0.484,0.23399999999999999,0.228,0.03,0.002,0.946,0.0,0.001,0.058467742,0.331653226,0.335685484,0.274193548,7,8,0.28,0.146,0.08199999999999999,0.0835641196013289,0.217,0.31,13.0,21.14602162162162,2694.5,1999.5,year 2,15.4
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.517,0.032,0.149,0.051,0.51,0.23800000000000002,0.14,0.063,0.07400000000000001,0.813,0.006999999999999999,0.017,0.095191364,0.286555447,0.290480864,0.327772326,11,8,0.25,0.16899999999999998,0.113,0.06,0.162,0.20600000000000002,13.0,16.36,1860.0,1839.0,year 1,5.6
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.525,0.051,0.14300000000000002,0.055999999999999994,0.504,0.28,0.1,0.036000000000000004,0.027999999999999997,0.89,0.0,0.018000000000000002,0.07638191,0.28040201,0.33567839200000005,0.30753768800000003,13,6,0.302,0.175,0.107,0.08800000000000001,0.172,0.253,13.0,9.88,1670.0,1709.0,year 2,8.3
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Mining-dependent,0.519,0.03,0.311,0.115,0.419,0.239,0.115,0.78,0.036000000000000004,0.158,0.015,0.013999999999999999,0.336989033,0.343968096,0.243270189,0.07577268200000001,14,8,0.311,0.21364882697947216,0.091,0.109,0.16469557362240286,0.253,8.0,14.02,6019.0,4420.0,year 1,28.7
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.519,0.04,0.106,0.048,0.511,0.21600000000000003,0.18,0.03,0.004,0.919,0.011000000000000001,0.027000000000000003,0.09860557800000001,0.398406375,0.307768924,0.195219124,10,11,0.304,0.18,0.096,0.078,0.276,0.218,11.0,12.15,1829.0,1610.0,year 1,10.2
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.524,0.015,0.17600000000000002,0.076,0.501,0.262,0.14800000000000002,0.153,0.006999999999999999,0.84,0.018000000000000002,0.013000000000000001,0.133333333,0.306862745,0.367647059,0.192156863,15,9,0.302,0.14400000000000002,0.08,0.057,0.22899999999999998,0.231,11.0,16.74,2210.0,2169.0,year 2,8.3
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.36200000000000004,0.094,0.255,0.1,0.493,0.214,0.192,0.024,0.41700000000000004,0.535,0.009000000000000001,0.0,0.25,0.465139442,0.208167331,0.076693227,11,4,0.313,0.21364882697947216,0.13699999999999998,0.155,0.16469557362240286,0.292,13.0,21.14602162162162,2694.5,1999.5,year 1,24.0
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.47700000000000004,0.078,0.307,0.131,0.48200000000000004,0.248,0.155,0.098,0.187,0.705,0.006,0.016,0.233532934,0.42415169700000005,0.205588822,0.136726547,14,11,0.349,0.285,0.141,0.111,0.16469557362240286,0.327,13.0,40.56,9410.0,2040.0,year 2,24.6
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.46299999999999997,0.064,0.282,0.105,0.524,0.171,0.09300000000000001,0.106,0.26,0.573,0.0,0.042,0.138308458,0.21890547300000002,0.244776119,0.39800995,11,6,0.26,0.13,0.08900000000000001,0.091,0.11699999999999999,0.237,13.0,10.82,2090.0,1389.0,year 2,38.1
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.488,0.042,0.183,0.07200000000000001,0.504,0.20800000000000002,0.182,0.017,0.055,0.894,0.002,0.003,0.11280487800000001,0.31402439,0.30284552800000003,0.270325203,8,10,0.264,0.19699999999999998,0.10800000000000001,0.076,0.17600000000000002,0.268,13.0,13.46,5809.0,1510.0,year 1,8.8
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.441,0.059000000000000004,0.21100000000000002,0.049,0.52,0.205,0.18,0.008,0.013999999999999999,0.965,0.0,0.004,0.101694915,0.383848455,0.329012961,0.18544366899999998,12,12,0.322,0.273,0.147,0.096,0.10300000000000001,0.33,13.0,9.21,1940.0,1279.0,year 2,17.1
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.489,0.053,0.17800000000000002,0.047,0.531,0.225,0.16399999999999998,0.049,0.293,0.61,0.005,0.027000000000000003,0.11818181800000001,0.290909091,0.28989899,0.30101010100000003,12,11,0.263,0.188,0.111,0.098,0.17300000000000001,0.256,14.0,6.0,1119.0,899.0,year 2,20.4
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.41100000000000003,0.064,0.317,0.099,0.496,0.271,0.12,0.392,0.013000000000000001,0.556,0.024,0.01,0.201395813,0.24426719800000002,0.323030907,0.231306082,16,6,0.27699999999999997,0.23199999999999998,0.07200000000000001,0.067,0.14,0.276,9.0,18.57,3579.0,1570.0,year 2,24.5
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.5720000000000001,0.027999999999999997,0.175,0.07400000000000001,0.49700000000000005,0.228,0.205,0.024,0.0,0.961,0.012,0.0,0.106150794,0.375,0.353174603,0.165674603,11,10,0.308,0.134,0.107,0.068,0.278,0.24100000000000002,11.0,21.14602162162162,3619.0,1999.5,year 1,13.8
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Mining-dependent,0.599,0.042,0.145,0.10099999999999999,0.474,0.155,0.16,0.059000000000000004,0.0,0.9159999999999999,0.006999999999999999,0.0,0.036779324,0.223658052,0.32703777300000003,0.412524851,9,7,0.159,0.184,0.047,0.11900000000000001,0.23,0.16699999999999998,13.0,19.4,3030.0,1999.5,year 2,8.5
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.442,0.057999999999999996,0.17,0.077,0.495,0.207,0.19399999999999998,0.09699999999999999,0.046,0.8220000000000001,0.005,0.018000000000000002,0.094152626,0.350842418,0.318136769,0.236868186,7,8,0.292,0.209,0.105,0.064,0.154,0.213,12.0,14.8,5650.0,3160.0,year 1,10.8
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Recreation,0.49,0.044000000000000004,0.305,0.155,0.493,0.198,0.239,0.023,0.005,0.966,0.006999999999999999,0.003,0.063936064,0.39860139899999997,0.2997003,0.23776223800000001,8,16,0.252,0.18600000000000003,0.08900000000000001,0.136,0.14,0.285,11.0,21.14602162162162,2694.5,950.0,year 2,17.9
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.529,0.037000000000000005,0.115,0.03,0.513,0.20199999999999999,0.187,0.039,0.004,0.9129999999999999,0.004,0.011000000000000001,0.063189569,0.317953862,0.396188566,0.22266800399999997,11,12,0.295,0.18,0.111,0.059000000000000004,0.183,0.26899999999999996,12.0,12.28,1609.0,560.0,year 1,11.4
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.42200000000000004,0.084,0.28,0.063,0.515,0.24600000000000002,0.138,0.018000000000000002,0.353,0.611,0.0,0.0,0.203155819,0.40433925,0.235700197,0.156804734,12,11,0.377,0.17600000000000002,0.12300000000000001,0.11800000000000001,0.16469557362240286,0.35,11.0,21.71,2310.0,1389.0,year 1,24.5
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.586,0.031,0.076,0.036000000000000004,0.515,0.18899999999999997,0.13,0.022000000000000002,0.025,0.9109999999999999,0.002,0.03,0.061349693,0.19938650300000002,0.239263804,0.5,10,7,0.21600000000000003,0.105,0.067,0.065,0.203,0.139,11.0,4.77,1140.0,599.0,year 1,10.1
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.40299999999999997,0.061,0.22699999999999998,0.051,0.509,0.23600000000000002,0.174,0.032,0.017,0.94,0.0,0.008,0.189243028,0.420318725,0.25,0.140438247,11,12,0.318,0.273,0.125,0.09300000000000001,0.075,0.336,13.0,20.26,1480.0,1219.0,year 1,23.1
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.405,0.085,0.193,0.053,0.509,0.20199999999999999,0.182,0.006,0.013000000000000001,0.966,0.011000000000000001,0.004,0.215920398,0.430845771,0.208955224,0.144278607,10,14,0.316,0.337,0.128,0.114,0.16469557362240286,0.361,13.0,28.34,4710.0,2010.0,year 2,23.2
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.5589999999999999,0.027999999999999997,0.16899999999999998,0.078,0.489,0.223,0.21,0.031,0.005,0.9640000000000001,0.006,0.003,0.085170341,0.38176352700000005,0.317635271,0.215430862,14,12,0.322,0.09699999999999999,0.086,0.05,0.131,0.292,12.0,33.11,2529.0,2610.0,year 1,8.4
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.441,0.057999999999999996,0.172,0.063,0.507,0.196,0.22399999999999998,0.094,0.121,0.755,0.015,0.012,0.146733668,0.34572864299999995,0.268341709,0.23919598,11,11,0.3,0.203,0.11699999999999999,0.08,0.185,0.271,12.0,21.25,4680.0,1660.0,year 2,14.1
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.433,0.078,0.231,0.061,0.521,0.23399999999999999,0.14,0.018000000000000002,0.303,0.6579999999999999,0.005,0.005,0.271543086,0.392785571,0.22545090199999998,0.110220441,11,10,0.33299999999999996,0.19699999999999998,0.124,0.12300000000000001,0.11800000000000001,0.318,11.0,28.05,11610.0,5779.0,year 2,18.3
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.561,0.02,0.161,0.076,0.49700000000000005,0.212,0.255,0.013999999999999999,0.0,0.971,0.004,0.0,0.115115115,0.329329329,0.325325325,0.23023023,10,13,0.29600000000000004,0.126,0.094,0.076,0.17600000000000002,0.312,10.0,21.14602162162162,3389.0,1119.0,year 1,8.2
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.479,0.067,0.239,0.083,0.521,0.235,0.14,0.055999999999999994,0.159,0.752,0.002,0.009000000000000001,0.16930693100000002,0.299009901,0.34257425700000005,0.18910891100000002,11,10,0.276,0.263,0.125,0.09699999999999999,0.122,0.28300000000000003,13.0,15.66,2069.0,1520.0,year 2,16.4
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.302,0.11599999999999999,0.24100000000000002,0.069,0.451,0.193,0.153,0.034,0.728,0.23800000000000002,0.002,0.008,0.24872579,0.39449541299999996,0.22833843,0.128440367,9,12,0.4,0.223,0.172,0.11,0.17600000000000002,0.342,13.0,19.36,4909.0,1659.0,year 1,40.9
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.39799999999999996,0.038,0.303,0.115,0.508,0.235,0.16699999999999998,0.062,0.02,0.733,0.126,0.008,0.15678392,0.33668341700000004,0.299497487,0.20703517600000002,13,11,0.33299999999999996,0.259,0.12300000000000001,0.078,0.08900000000000001,0.282,10.0,22.58,2939.0,2409.0,year 1,19.0
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.34299999999999997,0.126,0.251,0.069,0.534,0.228,0.14300000000000002,0.016,0.8370000000000001,0.139,0.004,0.011000000000000001,0.21743487,0.294589178,0.325651303,0.16232464900000002,14,11,0.418,0.174,0.16399999999999998,0.157,0.16469557362240286,0.381,11.0,36.43,4619.0,3110.0,year 1,45.8
